1.1.7.01.01.01.001;Aspal
1.3.2.07.01.05.051;Naegle Perferator 27 Cm Stainless Steel
1.3.2.07.01.05.052;Vacuum Extractor (Alat Kesehatan Kebidanan Dan Penyakit Kandungan
1.3.2.07.01.05.053;Foetal Monitoring
1.3.2.07.01.05.054;Kymograhy Hydro/Co2
1.3.2.07.01.05.055;Cardiotocography
1.3.2.07.01.05.056;Electro Cardiography (Alat Kes. Kebidanan & Penyakit Kandungan)
1.3.2.07.01.05.057;Neonatal Resuscitation
1.3.2.07.01.05.058;Baby Incubator (Alat Kesehatan Kebidanan Dan Penyakit Kandungan)
1.3.2.07.01.05.059;Abortus Tang
1.3.2.07.01.05.060;Adult Volume Ventilator
1.3.2.07.01.05.061;Alat Partus Set
1.3.2.07.01.05.062;Aligator
1.3.2.07.01.05.063;Angkat Agraf Set
1.3.2.07.01.05.064;Automatic Blood Cheminaryan Analizer (Hitachi)
1.3.2.07.01.05.065;Basto Vaginal Instrument Set
1.3.2.07.01.05.066;Bois Pump
1.3.2.07.01.05.067;Bone Cutting Forcep Roger
1.3.2.07.01.05.068;Bone Holder Forcep Regular
1.3.2.07.01.05.069;Bongil Cosophagles/Sewart
1.3.2.07.01.05.070;Born Curret
1.3.2.07.01.05.071;Born Retektor
1.3.2.07.01.05.072;Breast Pump
1.3.2.07.01.05.073;Buslo Nasinal Instrument
1.3.2.07.01.05.074;Calpohaply Set
1.3.2.07.01.05.075;Canule Vaccum Curret
1.3.2.07.01.05.076;Cardiotocography Unit
1.3.2.07.01.05.077;Colposcope (Alat Kesehatan Kebidanan Dan Penyakit Kandungan)
1.3.2.07.01.05.078;Combined Vacuum Estractor & Curetage
1.3.2.07.01.05.079;Cryosurgery
1.3.2.07.01.05.080;Cup Vaccum Ektraksi
1.3.2.07.01.05.081;Dopler (Fetal Heart Sound Detector)
1.3.2.07.01.05.082;Dikapitasi Hak
1.3.2.07.01.05.083;Flash Monted Box 54 Demision
1.3.2.07.01.05.084;Foethal Phone
1.3.2.07.01.05.085;Forcep Fulture
1.3.2.07.01.05.086;Forceps Neagle/Kieland/Piper
1.3.2.07.01.05.087;Granid Clas
1.3.2.07.01.05.088;Gynecology Examination Set
1.3.2.07.01.05.089;Hpp Set
1.3.2.07.01.05.090;Hysteroscope
1.3.2.07.01.05.091;Instrument Boiler
1.3.2.07.01.05.092;Instrument Trolley, Stainless Steel
1.3.2.07.01.05.093;Kogel Tang
1.3.2.07.01.05.094;Kymograhic Tubal Insufpaltiang
1.3.2.07.01.05.095;Lampu Gynaecologi
1.3.2.07.01.05.096;Lead Sit With Recable Electric Mell
1.3.2.07.01.05.097;Longtissu Forcep
1.3.2.07.01.05.098;Mayor Vaginal
1.3.2.07.01.05.099;Minilaparatomy Instrument Set
1.3.2.07.01.05.100;Miswivery Outfitbag
1.3.2.07.01.05.101;More Lip Protesis
1.3.2.07.01.05.102;Nasinal Hytrektomi
1.3.2.07.01.05.103;Obstetric Diagnostic Kit
1.3.2.07.01.05.104;Oxygen Therapy Set
1.3.2.07.01.05.105;Partus Instrument Set
1.3.2.07.01.05.106;Pemecah Ketuban
1.3.2.07.01.05.107;Pengait Brawn
1.3.2.07.01.05.108;Pengukur Panggul
1.3.2.07.01.05.109;Resusitator Untuk Baby Ambu
1.3.2.07.01.05.110;Retractor (Simon Vaginal Retractor)
1.3.2.07.01.05.111;Sendok Curret
1.3.2.07.01.05.112;Sonde Lurus
1.3.2.07.01.05.113;Sonde Uterus (Alat Kesehatan Kebidanan Dan Penyakit Kandungan)
1.3.2.07.01.05.114;Stainless Steel Ware Set
1.3.2.07.01.05.115;Stretur Wira
1.3.2.07.01.05.116;Sutere Episiotomi Set
1.3.2.07.01.05.117;Tampon Tang
1.3.2.07.01.05.118;Toraxis Catheter
1.3.2.07.01.05.119;U S G For Obsgyn
1.3.2.07.01.05.120;Uterial Clamp
1.3.2.07.01.05.121;Uterine Dressing Forceps 23 Cm Stainless Steel
1.3.2.07.01.05.122;Vasikal Vaginal Petrolarepair Set
1.3.2.07.01.05.123;Visical Vaginal Futula Repair Set
1.3.2.07.01.05.124;Alat Periksa Kehamilan
1.3.2.07.01.05.125;Scherm
1.3.2.07.01.05.126;Toples
1.3.2.07.01.05.127;Pinset Chirurigris
1.3.2.07.01.05.128;Nalfolder
1.3.2.07.01.05.129;Klem (Alat Kesehatan Kebidanan Dan Penyakit Kandungan)
1.3.2.07.01.05.130;Cardio Aid
1.3.2.07.01.05.131;Tabung Periksa Uric
1.3.2.07.01.05.132;Koher Tang
1.3.2.07.01.05.133;Ekg Manual
1.3.2.07.01.05.134;Alat Kesehatan Kebidanan Dan Penyakit Kandungan Lainnya
1.3.2.07.01.06.001;Ear Diagnosis Set
1.3.2.07.01.06.002;Nose Diagnosis Set
1.3.2.07.01.06.003;Throat Diagnosis Set
1.3.2.07.01.06.004;Mastoidectomy Set
1.3.2.07.01.06.005;Tonsilectomy Set
1.3.2.07.01.06.006;Audiometer (Alat Kedokteran Tht)
1.3.2.07.01.06.007;Portable Diagnostic (Alat Kedokteran Tht)
1.3.2.07.01.06.008;Soundprocibox (Alat Kedokteran Tht)
1.3.2.07.01.06.009;Diagnostic Lamp (Alat Kedokteran Tht)
1.3.2.07.01.06.010;Othoscope
1.3.2.07.01.06.011;Ent Treatment
1.3.2.07.01.06.012;Sinuscope
1.3.2.07.01.06.013;Rhinoscope
1.3.2.07.01.06.014;Pharyngoscope
1.3.2.07.01.06.015;Laryngoscope
1.3.2.07.01.06.016;Nasofaringoscope
1.3.2.07.01.06.017;Respiration Apparatus
1.3.2.07.01.06.018;Minor Electro Surgery
1.3.2.07.01.06.019;Evoke Response Potensial (Alat Kedokteran Tht)
1.3.2.07.01.06.020;Adenoid Curretes
1.3.2.07.01.06.021;Applicator Farrel
1.3.2.07.01.06.022;Atrum Sonden
1.3.2.07.01.06.023;Audiometer Unit
1.3.2.07.01.06.024;Othoscope Maching Haline
1.3.2.07.01.06.025;Basic Ent Instrument Set
1.3.2.07.01.06.026;Beitel Cekung/Datar
1.3.2.07.01.06.027;Binocular Loupe
1.3.2.07.01.06.028;Bond Curetage
1.3.2.07.01.06.029;Bronchoscoop
1.3.2.07.01.06.030;Bugie Sinus
1.3.2.07.01.06.031;Cold Light Sumuk
1.3.2.07.01.06.032;Cold Well Luc
1.3.2.07.01.06.033;Canule Hidung
1.3.2.07.01.06.034;Canule Falif Tang
1.3.2.07.01.06.035;Canule Mulut
1.3.2.07.01.06.036;Canule Sachen Hidung
1.3.2.07.01.06.037;Canule Sachen Mulut
1.3.2.07.01.06.038;Canule Telinga
1.3.2.07.01.06.039;Cap Forcep
1.3.2.07.01.06.040;Cerumen Haak
1.3.2.07.01.06.041;Comunicidal Protex
1.3.2.07.01.06.042;Corong Telinga
1.3.2.07.01.06.043;Corpus Alienum Hak
1.3.2.07.01.06.044;Cerumen Hak
1.3.2.07.01.06.045;Desektor
1.3.2.07.01.06.046;Desopagus Cape
1.3.2.07.01.06.047;Dessecting Forceps Standar
1.3.2.07.01.06.048;Diagnostic Audio Meter
1.3.2.07.01.06.049;E N G
1.3.2.07.01.06.050;Ear Curretes
1.3.2.07.01.06.051;Ear Dresing Forcep
1.3.2.07.01.06.052;Ear Hook Jensen
1.3.2.07.01.06.053;Ear Spoon
1.3.2.07.01.06.054;Ear Syring Kaca
1.3.2.07.01.06.055;Echeel Cair (Englau) (Ppm)
1.3.2.07.01.06.056;Elevator-Langenbeck
1.3.2.07.01.06.057;Endaural Curretes
1.3.2.07.01.06.058;Endoscopy Set
1.3.2.07.01.06.059;Entradmen Mint U 402/Yasju (Ppm)
1.3.2.07.01.06.060;Entreatmen Unit Pretty Model (Daichi)
1.3.2.07.01.06.061;Excophagual Disposible Stetescope
1.3.2.07.01.06.062;Galibrator
1.3.2.07.01.06.063;Haak Hidung
1.3.2.07.01.06.064;Hand Dail Foat With 6 Pers Bumr 220 Volt
1.3.2.07.01.06.065;Head Lamp (Alat Kedokteran Tht)
1.3.2.07.01.06.066;Impedance Meter
1.3.2.07.01.06.067;Irrigating Trocar
1.3.2.07.01.06.068;Kaca Larynx
1.3.2.07.01.06.069;Kidney Tary Inok
1.3.2.07.01.06.070;Kikir Tulang Nasal
1.3.2.07.01.06.071;Killian
1.3.2.07.01.06.072;Knife Hand
1.3.2.07.01.06.073;Laringos 4 Beadeomin Lookzeeter
1.3.2.07.01.06.074;Laringos Spatale 5380 And 133/Mm
1.3.2.07.01.06.075;Mansifeder Defis
1.3.2.07.01.06.076;Meadlight Halogen/Welak Allyn Usa (Ppm)
1.3.2.07.01.06.077;Mikro Curitage
1.3.2.07.01.06.078;Mikro Laringoscopy
1.3.2.07.01.06.079;Mikro Respatorium
1.3.2.07.01.06.080;Modulas Monitoring System
1.3.2.07.01.06.081;Mough Gags/With Head
1.3.2.07.01.06.082;Mouth Speder (Devis)
1.3.2.07.01.06.083;Muadiatias Cape Benatoal (Loka)
1.3.2.07.01.06.084;Myringotomy Set
1.3.2.07.01.06.085;Nasal Canule Adsen
1.3.2.07.01.06.086;Nasal Polypus Snare
1.3.2.07.01.06.087;Nasal Specula Sederhana
1.3.2.07.01.06.088;Nasal Speculum
1.3.2.07.01.06.089;Nashopharynx Spigel
1.3.2.07.01.06.090;Nosofaringoscope
1.3.2.07.01.06.091;Neus Speculum
1.3.2.07.01.06.092;Oesephaguscopy
1.3.2.07.01.06.093;Operating Theter Light Antsrshi
1.3.2.07.01.06.094;Otoscope Halogen Lamp
1.3.2.07.01.06.095;Patologie Eqmopmanet
1.3.2.07.01.06.096;Perios Patorium
1.3.2.07.01.06.097;Pinset Hidung
1.3.2.07.01.06.098;Pinset Telinga
1.3.2.07.01.06.099;Polyplis
1.3.2.07.01.06.100;Portable Microwave Therapy
1.3.2.07.01.06.101;Repatorium
1.3.2.07.01.06.102;Respatorium Dipal Lurus/Lengkung
1.3.2.07.01.06.103;Retractor Opula
1.3.2.07.01.06.104;Rhinos Plastik
1.3.2.07.01.06.105;Rhinoscopy Mirror
1.3.2.07.01.06.106;Rinaural Stetoscope
1.3.2.07.01.06.107;Set Canule Besar
1.3.2.07.01.06.108;Septo Plastik
1.3.2.07.01.06.109;Septo Respetorium
1.3.2.07.01.06.110;Septum Forcep
1.3.2.07.01.06.111;Septum Respetorium
1.3.2.07.01.06.112;Septum Straightening
1.3.2.07.01.06.113;Single Famier Hapares Cape
1.3.2.07.01.06.114;Sinoscopy Trocar
1.3.2.07.01.06.115;Sluder Balinger
1.3.2.07.01.06.116;Specullum Retractor Nasal
1.3.2.07.01.06.117;Speculum Klian
1.3.2.07.01.06.118;Speculum Telinga
1.3.2.07.01.06.119;Spoon Telinga
1.3.2.07.01.06.120;Stroboscopy Unit
1.3.2.07.01.06.121;Tang Bright
1.3.2.07.01.06.122;Teaching Cape M 12 M
1.3.2.07.01.06.123;Telescope (Alat Kedokteran Tht)
1.3.2.07.01.06.124;Tht Examination Set For Tl Hindra Laringos Cape 847635
1.3.2.07.01.06.125;Mangisco 445057 Sicope Biner 845901 (Walf)
1.3.2.07.01.06.126;Tonsil Artery Forcep
1.3.2.07.01.06.127;Tonsil Dissecting
1.3.2.07.01.06.128;Tonsil Dissector/Henke
1.3.2.07.01.06.129;Tonsil Klem/Mess/Biasa
1.3.2.07.01.06.130;Tonsil Knife
1.3.2.07.01.06.131;Tonsil Seizing Forcep
1.3.2.07.01.06.132;Tonsil Snare/Eves
1.3.2.07.01.06.133;Tonsil Suction Tube
1.3.2.07.01.06.134;Tounge Depressor
1.3.2.07.01.06.135;Trachea Canula (Alat Kedokteran Tht)
1.3.2.07.01.06.136;Trachea Retractor Bergigi (1,2,3,4,5,6)
1.3.2.07.01.06.137;Tracheal Tubes Luer
1.3.2.07.01.06.138;Tracheotomy Set (Alat Kedokteran Tht)
1.3.2.07.01.06.139;Troeitsch
1.3.2.07.01.06.140;Troicart (Alat Kedokteran Tht)
1.3.2.07.01.06.141;Tuning Fork
1.3.2.07.01.06.142;Tuning Fork Set
1.3.2.07.01.06.143;Tympanogram
1.3.2.07.01.06.144;Tympanum Perdrotors Saver
1.3.2.07.01.06.145;Water Drages
1.3.2.07.01.06.146;X-Ray Viewer
1.3.2.07.01.06.147;Alat Kedokteran Tht Lainnya
1.3.2.07.01.07.001;Eye Operation Set
1.3.2.07.01.07.002;Skiascopy Lamp
1.3.2.07.01.07.003;Aplanation Tonometer
1.3.2.07.01.07.004;Ophthalmometer
1.3.2.07.01.07.005;Three Mirror Contact Lenses
1.3.2.07.01.07.006;Opthalmoscope Suppy 220 V And Transformer
1.3.2.07.01.07.007;Double Convaxoconcave Skiascope
1.3.2.07.01.07.008;Keeler Retinoscope
1.3.2.07.01.07.009;Lens Magnifier 15 Dptr
1.3.2.07.01.07.010;Set Of Trial Lensess In Case With Trial Frame
1.3.2.07.01.07.011;Lensometer
1.3.2.07.01.07.012;Bio Microscope (Slit Lamp)
1.3.2.07.01.07.013;Bailiart Dynamometer
1.3.2.07.01.07.014;Esthesiometer
1.3.2.07.01.07.015;Campimeter And Lancaster Screen With 4 Striks
1.3.2.07.01.07.016;Holmes Steres Cope
1.3.2.07.01.07.017;Amsler Chart
1.3.2.07.01.07.018;Ishiaras Atlas
1.3.2.07.01.07.019;Stereo Tes From Holmes
1.3.2.07.01.07.020;Berens Prima Set
1.3.2.07.01.07.021;Eye Occulder
1.3.2.07.01.07.022;Maddox With Handle
1.3.2.07.01.07.023;Schuman Magnet Handtype
1.3.2.07.01.07.024;Examination Table Adjustable Headrest
1.3.2.07.01.07.025;Cautery Light Transformer With Handle And 3 Cautery Needles
1.3.2.07.01.07.026;Two Step Stand
1.3.2.07.01.07.027;Maddox Crass
1.3.2.07.01.07.028;Opthalmoscope Binocyular Indirect Vision
1.3.2.07.01.07.029;Gonioscope Complete In Case
1.3.2.07.01.07.030;Refractometer (Alat Kedokteran Mata)
1.3.2.07.01.07.031;Retinoscope
1.3.2.07.01.07.032;Opthalmoscope
1.3.2.07.01.07.033;Slit Lamp (Alat Kedokteran Mata)
1.3.2.07.01.07.034;Lensa Meter
1.3.2.07.01.07.035;Trial Lens & Frame Set
1.3.2.07.01.07.036;Opthalmic Laser (Alat Kedokteran Mata)
1.3.2.07.01.07.037;Argonphoto Coagulator (Alat Kedokteran Mata)
1.3.2.07.01.07.038;Opthalmic Coagulator (Alat Kedokteran Mata)
1.3.2.07.01.07.039;Operating Microscope (Alat Kedokteran Mata)
1.3.2.07.01.07.040;Photo Fundus Unit (Alat Kedokteran Mata)
1.3.2.07.01.07.041;Synoptophore (Alat Kedokteran Mata)
1.3.2.07.01.07.042;Eye Magnet
1.3.2.07.01.07.043;Keratometer
1.3.2.07.01.07.044;Kampimeter
1.3.2.07.01.07.045;Tonometer
1.3.2.07.01.07.046;Tonograph
1.3.2.07.01.07.047;Kaca Mata Frenzel
1.3.2.07.01.07.048;Alat Enoscope Persipan Lazer
1.3.2.07.01.07.049;Alloca Camera Multioristhal Swaner With Digital Concane Venteven
1.3.2.07.01.07.050;Allyn 69-695 Coloscope Fiber Optic
1.3.2.07.01.07.051;Arhtimula Modul
1.3.2.07.01.07.052;Aryttonia Control Diting System
1.3.2.07.01.07.053;Binoculair Loupe
1.3.2.07.01.07.054;Cataract Instrument Set
1.3.2.07.01.07.055;Chalazion Instrument Set
1.3.2.07.01.07.056;Chartprojector
1.3.2.07.01.07.057;Chinrest For Above
1.3.2.07.01.07.058;Compact Refraction Unit
1.3.2.07.01.07.059;Curve Catarac Fraco
1.3.2.07.01.07.060;Echoscan, Usg Mata
1.3.2.07.01.07.061;Fiber Optic Molary Autroscope
1.3.2.07.01.07.062;Fiber Optic Operating
1.3.2.07.01.07.063;Fibral Optic Coacial
1.3.2.07.01.07.064;Finohito Reb Pataktor
1.3.2.07.01.07.065;Grate Meter Opter
1.3.2.07.01.07.066;Handle Recor Cable Battery + Charge
1.3.2.07.01.07.067;Head Loupe Halogen
1.3.2.07.01.07.068;Heberat Indu Optimalmik Photo Cucglator Hazer 930
1.3.2.07.01.07.069;Hertel
1.3.2.07.01.07.070;Iridectomy Instrument Set
1.3.2.07.01.07.071;Ishihara Blind Test Plate
1.3.2.07.01.07.072;Keratoplasty Instrument Set
1.3.2.07.01.07.073;Laser Diode Photocoagulator
1.3.2.07.01.07.074;Laser Yag Opthamic System
1.3.2.07.01.07.075;Medication Trally
1.3.2.07.01.07.076;Ocutome Basic System
1.3.2.07.01.07.077;Direct Optalmoscope (Allyn)
1.3.2.07.01.07.078;In Direct Optamoscope (Allyn)
1.3.2.07.01.07.079;Opthalmic Micro Dia Therimy
1.3.2.07.01.07.080;Opthalmic Operating Set (Alat Kedokteran Mata)
1.3.2.07.01.07.081;Perimeter
1.3.2.07.01.07.082;Phacoemulsi Fication
1.3.2.07.01.07.083;Pterium Instrument Set
1.3.2.07.01.07.084;Rethina Dethamen Prable
1.3.2.07.01.07.085;Saver Roksib Hara
1.3.2.07.01.07.086;Simotion Cardiac Autput Halogen Fibal Optic (Usa)
1.3.2.07.01.07.087;Snellen Chard
1.3.2.07.01.07.088;Sonometri
1.3.2.07.01.07.089;Straketion Cope
1.3.2.07.01.07.090;Suche Optical Wregtrontone
1.3.2.07.01.07.091;S.80 Catarac Knife
1.3.2.07.01.07.092;Trial Frastine Type 46
1.3.2.07.01.07.093;Trial Heus
1.3.2.07.01.07.094;Trial Heus Set Coranted Curen Spa
1.3.2.07.01.07.095;Vitrectomy Unit
1.3.2.07.01.07.096;Walter Monitoring Complete Resaring
1.3.2.07.01.07.097;Alat Kedokteran Mata Lainnya
1.3.2.07.01.08.001;Cardiologi Bed Uk 200X60X90
1.3.2.07.01.08.002;Cholera Set With Cup
1.3.2.07.01.08.003;Giving Set (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.004;Solution Administration Set
1.3.2.07.01.08.005;Venasectie Set In Metal Case
1.3.2.07.01.08.006;Oxygen Therapy
1.3.2.07.01.08.007;Mehnigine Biopay Medle
1.3.2.07.01.08.008;Needle Punction Sternal/Spinal
1.3.2.07.01.08.009;Urometer
1.3.2.07.01.08.010;Mag Sonde Rubber
1.3.2.07.01.08.011;Pengukur Blood Plasma With Droper Sulfat Methode
1.3.2.07.01.08.012;Metal Catheter
1.3.2.07.01.08.013;Catheter Urine Rubber
1.3.2.07.01.08.014;Ice Cup Import Rubber
1.3.2.07.01.08.015;Pneumathorax Set Complete
1.3.2.07.01.08.016;Elektrocardiograph (Ecg) 1 Chanel
1.3.2.07.01.08.017;Reflek Hammer Stainless Steel
1.3.2.07.01.08.018;Sterelisator For Instrument Portable
1.3.2.07.01.08.019;Couch Examination (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.020;Spirometer (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.021;Suction Thorax
1.3.2.07.01.08.022;Stool Fixed Height
1.3.2.07.01.08.023;Bronchoscope (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.024;Nebulizer
1.3.2.07.01.08.025;Ultrasonic Nebulizer
1.3.2.07.01.08.026;Pleural Biopsy
1.3.2.07.01.08.027;Transtorakal Jarum
1.3.2.07.01.08.028;Biopsy Pieure
1.3.2.07.01.08.029;Endotracheal Tube
1.3.2.07.01.08.030;Ultra Sono Graphy (Usg) Internal Medicine
1.3.2.07.01.08.031;Endoscopy, With Cold Light Source
1.3.2.07.01.08.032;Electro Nystagmograph
1.3.2.07.01.08.033;Ventilator Internal Medicine
1.3.2.07.01.08.034;Amnioscope (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.035;Ultrasonic Pachymeter (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.036;Duadeno Fiberscope
1.3.2.07.01.08.037;Co2 & O2 Monitor
1.3.2.07.01.08.038;Couch Examination Urology (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.039;Stool Fixed Hight
1.3.2.07.01.08.040;Rectal Almometer (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.041;Suction Unit For Endoscopy
1.3.2.07.01.08.042;Eswl
1.3.2.07.01.08.043;Automatic Hack
1.3.2.07.01.08.044;Automatic Kaweneter
1.3.2.07.01.08.045;Bed Side Monitor Complete
1.3.2.07.01.08.046;Biopsy Pleure
1.3.2.07.01.08.047;Bonk Cenapagus
1.3.2.07.01.08.048;Camtopraf One Chanel
1.3.2.07.01.08.049;Canel Recorder Siarocus 400
1.3.2.07.01.08.050;Capnograph Mark Iii
1.3.2.07.01.08.051;Centure/Sonic
1.3.2.07.01.08.052;Chair For Treadment Unit 4417 Taiju
1.3.2.07.01.08.053;Clase Sungint Kit
1.3.2.07.01.08.054;Cold Light Fontain
1.3.2.07.01.08.055;Coaxial Head Light
1.3.2.07.01.08.056;Cold Light Suply Model Cfv
1.3.2.07.01.08.057;Combibag
1.3.2.07.01.08.058;Compagati 3 L
1.3.2.07.01.08.059;Complit Test Mark Iii
1.3.2.07.01.08.060;Cumasis Aparatus Focaemodulys Unit
1.3.2.07.01.08.061;Cut Aucona P 02-Modul Asesories
1.3.2.07.01.08.062;Cuting Micro Sparment
1.3.2.07.01.08.063;Cyto Urethe Cape
1.3.2.07.01.08.064;Dale Dagion (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.065;Defibrilator
1.3.2.07.01.08.066;Defrision Test Mark Iii
1.3.2.07.01.08.067;Depriksi Monitoring
1.3.2.07.01.08.068;Desinfction Unit
1.3.2.07.01.08.069;Digital Oscamalir
1.3.2.07.01.08.070;Duadeno Fiberscope Therpy
1.3.2.07.01.08.071;Electro Nystogmograph
1.3.2.07.01.08.072;Elektrik Sity Protektation Rach
1.3.2.07.01.08.073;Endoscope Masker
1.3.2.07.01.08.074;Endoscope P A Vidio Optima
1.3.2.07.01.08.075;Endoscope Trolly
1.3.2.07.01.08.076;Endotracheal Set
1.3.2.07.01.08.077;External Coneprometer
1.3.2.07.01.08.078;External Pacemazer 146
1.3.2.07.01.08.079;Fereksine Fandus Anggrafie
1.3.2.07.01.08.080;Find Aid Resusisater For Table Type
1.3.2.07.01.08.081;Finger Exercise
1.3.2.07.01.08.082;Flesible Disogatro Bulbescape
1.3.2.07.01.08.083;Forcep Pyesiesis 556
1.3.2.07.01.08.084;Fountek Mark
1.3.2.07.01.08.085;Gadomatic Godor
1.3.2.07.01.08.086;Galary Meter
1.3.2.07.01.08.087;Galuminasi
1.3.2.07.01.08.088;Gastrocape For Wech Allyn Vidio Endoscope
1.3.2.07.01.08.089;Gastroscope & Light Source
1.3.2.07.01.08.090;Gawer Shalt Mogeglo Pomater
1.3.2.07.01.08.091;Glucometer Complete With Glucostic
1.3.2.07.01.08.092;Golmen Compimeter Resic Sep 20 (Tappem)
1.3.2.07.01.08.093;Gredesan
1.3.2.07.01.08.094;Hear Station With Corder
1.3.2.07.01.08.095;Hemodialisis Unit
1.3.2.07.01.08.096;High Speed Stater Type Zs-Sus
1.3.2.07.01.08.097;Himediker
1.3.2.07.01.08.098;Hyper Hypothermia System (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.099;Iluminator
1.3.2.07.01.08.100;Infusion Warmer For Blood
1.3.2.07.01.08.101;Inter Feretial Turafik
1.3.2.07.01.08.102;Kag Steat Aplimation Thermometer
1.3.2.07.01.08.103;Lano Premansi Sitimulator Adipraktek Ef 502
1.3.2.07.01.08.104;Law Frequensi Aparatus
1.3.2.07.01.08.105;Lenon Light Service
1.3.2.07.01.08.106;Load Rulerator Scart
1.3.2.07.01.08.107;Manual Influmation Aparatus
1.3.2.07.01.08.108;Matronik Model 5375
1.3.2.07.01.08.109;Medical Tv System Welch Allyn Vidio
1.3.2.07.01.08.110;Microwafe Therapy Apparatus
1.3.2.07.01.08.111;Mitrigen Athemet
1.3.2.07.01.08.112;Mobile Endoscope Table
1.3.2.07.01.08.113;Nvs Vital Sign Monitor (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.114;One Compartement Warrobe (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.115;Operating Stak Bir
1.3.2.07.01.08.116;Pasien Cable Monitoring Kecil Sistem Siscan Bst
1.3.2.07.01.08.117;Pendatya Water Proof
1.3.2.07.01.08.118;Pental Heart Montas
1.3.2.07.01.08.119;Pleural Biopsy Needle
1.3.2.07.01.08.120;Positive Negative Honcoat Set
1.3.2.07.01.08.121;Pratitionary Battray Handle
1.3.2.07.01.08.122;Prector Prable Model Ust 507 Ep 35
1.3.2.07.01.08.123;Presteatik Infusion Pump/Lac Bielyto Binometer
1.3.2.07.01.08.124;Presual Modul
1.3.2.07.01.08.125;Proyektor Romad Complet
1.3.2.07.01.08.126;Pulmonary Exercise Computerized
1.3.2.07.01.08.127;Pulse Oxymetry
1.3.2.07.01.08.128;Putision Incubator Bm
1.3.2.07.01.08.129;Re-Her Coagulator
1.3.2.07.01.08.130;Rollyng Soal Type
1.3.2.07.01.08.131;Safe Ruber Elektrode
1.3.2.07.01.08.132;Sarus Stemal Saur
1.3.2.07.01.08.133;Senaker
1.3.2.07.01.08.134;Sherum Holder Red
1.3.2.07.01.08.135;Starmunsuar
1.3.2.07.01.08.136;Static/Kinetik Projection Perimeter
1.3.2.07.01.08.137;Stertes System
1.3.2.07.01.08.138;Steten Card Electric
1.3.2.07.01.08.139;Style Stetescope Bomopaculain
1.3.2.07.01.08.140;Syringe Pump (Alat Kedokteran Bagian Penyakit Dalam)
1.3.2.07.01.08.141;S.314 Forcep Dressing
1.3.2.07.01.08.142;Tampion Tempromoridior/Pancing
1.3.2.07.01.08.143;Temperatur Modul
1.3.2.07.01.08.144;The Salingan Galmore Intalumialier Antriper
1.3.2.07.01.08.145;Tixtiser
1.3.2.07.01.08.146;Tp.1000 Turbotanti Dehabitas Er 2-Bcr Resies Cateter Set +
1.3.2.07.01.08.147;Tp.9900Rj - 9900 Trolly Emergency
1.3.2.07.01.08.148;Tranformen
1.3.2.07.01.08.149;Vital Sign Monitor
1.3.2.07.01.08.150;Two Baul Standard
1.3.2.07.01.08.151;T.2529 Foto Turapith
1.3.2.07.01.08.152;T.2670 Forcep Trauma
1.3.2.07.01.08.153;Vacum Ectrator (Ab)
1.3.2.07.01.08.154;Vrisur Gerg Mt 600 X 3 Pzola
1.3.2.07.01.08.155;Walker Polding
1.3.2.07.01.08.156;Wall Rail Unit
1.3.2.07.01.08.157;Wright Respirometer
1.3.2.07.01.08.158;Alat Kedokteran Bagian Penyakit Dalam Lainnya
1.3.2.07.01.09.001;Autopsy Table
1.3.2.07.01.09.002;Motuary Refrigerator
1.3.2.07.01.09.003;Operating Lamp
1.3.2.07.01.09.004;Autopsi Set
1.3.2.07.01.09.005;Mortuary Racks
1.3.2.07.01.09.006;Alat Kedokteran Kamar Jenasah/Mortuary Lainnya
1.3.2.07.01.10.001;Intravenous & Transfusion Needle
1.3.2.07.01.10.002;Wing Needle Scalpvem Needle
1.3.2.07.01.10.003;Hypodermic Needle (Alat Kedokteran Anak)
1.3.2.07.01.10.004;Syrnge Case-Syringe Container 2Cc/5Cc
1.3.2.07.01.10.005;Sliim Zuiger Elektric Suction 110-220 Vilt/50Hz
1.3.2.07.01.10.006;Suction Hand Pump
1.3.2.07.01.10.007;Tangue Depressor Stainless Steel
1.3.2.07.01.10.008;Pecusion Hammer
1.3.2.07.01.10.009;Premature Infant Incubator
1.3.2.07.01.10.010;Waskom 400 Meter Stainless
1.3.2.07.01.10.011;Neirbekken Stainless Steel
1.3.2.07.01.10.012;Thorax Puncture
1.3.2.07.01.10.013;Water Seal Drainage Set
1.3.2.07.01.10.014;Pleural Byopsy Puncture Set
1.3.2.07.01.10.015;Lumbal Puncture Needle
1.3.2.07.01.10.016;Vanasectie Set
